postcode,city,state
91111,Lahad Datu,SBH
91112,Lahad Datu,SBH
91113,Lahad Datu,SBH
91114,Lahad Datu,SBH
91115,Lahad Datu,SBH
91116,Lahad Datu,SBH
91117,Lahad Datu,SBH
91118,Lahad Datu,SBH
91119,Lahad Datu,SBH
91120,Lahad Datu,SBH
91121,Lahad Datu,SBH
91122,Lahad Datu,SBH
91123,Lahad Datu,SBH
91124,Lahad Datu,SBH
91125,Lahad Datu,SBH
91126,Lahad Datu,SBH
91127,Lahad Datu,SBH
91128,Lahad Datu,SBH
91150,Lahad Datu,SBH
91200,Kunak,SBH
91207,Kunak,SBH
91209,Kunak,SBH
91300,Semporna,SBH
91307,Semporna,SBH
91308,Semporna,SBH
91309,Semporna,SBH
93000,Kuching,SRW
93010,Kuching,SRW
93050,Kuching,SRW
93100,Kuching,SRW
93150,Kuching,SRW
93200,Kuching,SRW
93250,Kuching,SRW
93300,Kuching,SRW
93350,Kuching,SRW
93400,Kuching,SRW
93450,Kuching,SRW
93500,Kuching,SRW
93502,Kuching,SRW
93503,Kuching,SRW
93504,Kuching,SRW
93505,Kuching,SRW
93506,Kuching,SRW
93507,Kuching,SRW
93508,Kuching,SRW
93514,Kuching,SRW
93516,Kuching,SRW
93517,Kuching,SRW
93518,Kuching,SRW
93519,Kuching,SRW
93520,Kuching,SRW
93527,Kuching,SRW
93529,Kuching,SRW
93532,Kuching,SRW
93540,Kuching,SRW
93550,Kuching,SRW
93551,Kuching,SRW
93552,Kuching,SRW
93554,Kuching,SRW
93556,Kuching,SRW
93558,Kuching,SRW
93560,Kuching,SRW
93564,Kuching,SRW
93566,Kuching,SRW
93570,Kuching,SRW
93572,Kuching,SRW
93576,Kuching,SRW
93578,Kuching,SRW
93582,Kuching,SRW
93586,Kuching,SRW
93590,Kuching,SRW
93592,Kuching,SRW
93594,Kuching,SRW
93596,Kuching,SRW
93600,Kuching,SRW
93604,Kuching,SRW
93606,Kuching,SRW
93608,Kuching,SRW
93609,Kuching,SRW
93610,Kuching,SRW
93612,Kuching,SRW
93614,Kuching,SRW
93618,Kuching,SRW
93619,Kuching,SRW
93620,Kuching,SRW
93626,Kuching,SRW
93628,Kuching,SRW
93632,Kuching,SRW
93634,Kuching,SRW
93648,Kuching,SRW
93658,Kuching,SRW
93660,Kuching,SRW
93661,Kuching,SRW
93662,Kuching,SRW
93670,Kuching,SRW
93672,Kuching,SRW
93677,Kuching,SRW
93690,Kuching,SRW
93694,Kuching,SRW
93700,Kuching,SRW
93702,Kuching,SRW
93704,Kuching,SRW
93706,Kuching,SRW
93708,Kuching,SRW
93710,Kuching,SRW
93712,Kuching,SRW
93714,Kuching,SRW
93716,Kuching,SRW
93718,Kuching,SRW
93720,Kuching,SRW
93722,Kuching,SRW
93724,Kuching,SRW
93726,Kuching,SRW
93728,Kuching,SRW
93730,Kuching,SRW
93732,Kuching,SRW
93734,Kuching,SRW
93736,Kuching,SRW
93738,Kuching,SRW
93740,Kuching,SRW
93742,Kuching,SRW
93744,Kuching,SRW
93746,Kuching,SRW
93748,Kuching,SRW
93750,Kuching,SRW
93752,Kuching,SRW
93754,Kuching,SRW
93756,Kuching,SRW
93758,Kuching,SRW
93760,Kuching,SRW
93762,Kuching,SRW
93764,Kuching,SRW
93900,Kuching,SRW
93902,Kuching,SRW
93904,Kuching,SRW
93906,Kuching,SRW
93908,Kuching,SRW
93910,Kuching,SRW
93912,Kuching,SRW
93914,Kuching,SRW
93916,Kuching,SRW
93990,Kuching,SRW
94000,Bau,SRW
94007,Bau,SRW
94009,Bau,SRW
94200,Siburan,SRW
94300,Kota Samarahan,SRW
94500,Lundu,SRW
94507,Lundu,SRW
94509,Lundu,SRW
94600,Asajaya,SRW
94650,Kabong,SRW
94700,Serian,SRW
94707,Serian,SRW
94709,Serian,SRW
94750,Serian,SRW
94760,Serian,SRW
94800,Simunjan,SRW
94807,Simunjan,SRW
94809,Simunjan,SRW
94850,Sebuyau,SRW
94900,Lingga,SRW
94950,Pusa,SRW
95000,Sri Aman,SRW
95007,Sri Aman,SRW
95008,Sri Aman,SRW
95009,Sri Aman,SRW
95300,Roban,SRW
95400,Saratok,SRW
95407,Saratok,SRW
95409,Saratok,SRW
95500,Debak,SRW
95600,Spaoh,SRW
95700,Betong,SRW
95707,Betong,SRW
95709,Betong,SRW
95800,Engkilili,SRW
95900,Lubok Antu,SRW
96000,Sibu,SRW
96007,Sibu,SRW
96008,Sibu,SRW
96009,Sibu,SRW
96100,Sarikei,SRW
96107,Sarikei,SRW
96108,Sarikei,SRW
96109,Sarikei,SRW
96150,Belawai,SRW
96200,Daro,SRW
96250,Matu,SRW
96300,Dalat,SRW
96307,Dalat,SRW
96309,Dalat,SRW
96350,Balingian,SRW
96400,Mukah,SRW
96410,Mukah,SRW
96500,Bintangor,SRW
96507,Bintangor,SRW
96508,Bintangor,SRW
96509,Bintangor,SRW
96600,Julau,SRW
96700,Kanowit,SRW
96707,Kanowit,SRW
96709,Kanowit,SRW
96800,Kapit,SRW
96807,Kapit,SRW
96809,Kapit,SRW
96850,Song,SRW
96900,Belaga,SRW
96950,Belaga,SRW
97000,Bintulu,SRW
97007,Bintulu,SRW
97008,Bintulu,SRW
97009,Bintulu,SRW
97010,Bintulu,SRW
97011,Bintulu,SRW
97012,Bintulu,SRW
97013,Bintulu,SRW
97014,Bintulu,SRW
97015,Bintulu,SRW
97100,Sebauh,SRW
97200,Tatau,SRW
97300,Bintulu,SRW
98000,Miri,SRW
98007,Miri,SRW
98008,Miri,SRW
98009,Miri,SRW
98050,Baram,SRW
98057,Baram,SRW
98058,Baram,SRW
98059,Baram,SRW
98100,Lutong,SRW
98107,Lutong,SRW
98109,Lutong,SRW
98150,Bekenu,SRW
98157,Bekenu,SRW
98159,Bekenu,SRW
98200,Niah,SRW
98300,Long Lama,SRW
98700,Limbang,SRW
98707,Limbang,SRW
98708,Limbang,SRW
98709,Limbang,SRW
98750,Nanga Medamit,SRW
98800,Sundar,SRW
98850,Lawas,SRW
98857,Lawas,SRW
98859,Lawas,SRW
